Position,Artist,Song Title,Year,JSON file,Split Names,Song Language,Spotify ID,Spotify Artist,Spotify Song,Spotify Music Genre,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
71,Madonna,Secret,1995,4150.json,Madonna,en,15FcP9qwmIKqaD5NhfhNpu,Madonna,Secret,"['dance pop', 'pop']",0.813,304933.0,0.655,15FcP9qwmIKqaD5NhfhNpu,6.65e-05,1.0,0.146,-7.884,1.0,0.0262,99.982,4.0,https://api.spotify.com/v1/tracks/15FcP9qwmIKqaD5NhfhNpu,audio_features,spotify:track:15FcP9qwmIKqaD5NhfhNpu,0.46
71,Madonna,Secret,1995,4150.json,Madonna,en,15FcP9qwmIKqaD5NhfhNpu,Madonna,Secret,"['dance pop', 'pop']",0.813,304933.0,0.655,15FcP9qwmIKqaD5NhfhNpu,6.65e-05,1.0,0.146,-7.884,1.0,0.0262,99.982,4.0,https://api.spotify.com/v1/tracks/15FcP9qwmIKqaD5NhfhNpu,audio_features,spotify:track:15FcP9qwmIKqaD5NhfhNpu,0.46
85,Ini Kamoze,Here Comes The Hotstepper,1994,4064.json,Ini Kamoze,en,3DWS2ZgcoQgfFm7uEnzYMI,Ini Kamoze,Here Comes The Hotstepper - Heartical Mix,"['dub', 'reggae', 'reggae fusion', 'roots reggae']",0.888,250427.0,0.462,3DWS2ZgcoQgfFm7uEnzYMI,0.000218,7.0,0.301,-8.615,1.0,0.205,100.352,4.0,https://api.spotify.com/v1/tracks/3DWS2ZgcoQgfFm7uEnzYMI,audio_features,spotify:track:3DWS2ZgcoQgfFm7uEnzYMI,0.435
85,Ini Kamoze,Here Comes The Hotstepper,1994,4064.json,Ini Kamoze,en,3DWS2ZgcoQgfFm7uEnzYMI,Ini Kamoze,Here Comes The Hotstepper - Heartical Mix,"['dub', 'reggae', 'reggae fusion', 'roots reggae']",0.888,250427.0,0.462,3DWS2ZgcoQgfFm7uEnzYMI,0.000218,7.0,0.301,-8.615,1.0,0.205,100.352,4.0,https://api.spotify.com/v1/tracks/3DWS2ZgcoQgfFm7uEnzYMI,audio_features,spotify:track:3DWS2ZgcoQgfFm7uEnzYMI,0.435
24,Ini Kamoze,Here Comes The Hotstepper,1995,4103.json,Ini Kamoze,en,3DWS2ZgcoQgfFm7uEnzYMI,Ini Kamoze,Here Comes The Hotstepper - Heartical Mix,"['dub', 'reggae', 'reggae fusion', 'roots reggae']",0.888,250427.0,0.462,3DWS2ZgcoQgfFm7uEnzYMI,0.000218,7.0,0.301,-8.615,1.0,0.205,100.352,4.0,https://api.spotify.com/v1/tracks/3DWS2ZgcoQgfFm7uEnzYMI,audio_features,spotify:track:3DWS2ZgcoQgfFm7uEnzYMI,0.435
24,Ini Kamoze,Here Comes The Hotstepper,1995,4103.json,Ini Kamoze,en,3DWS2ZgcoQgfFm7uEnzYMI,Ini Kamoze,Here Comes The Hotstepper - Heartical Mix,"['dub', 'reggae', 'reggae fusion', 'roots reggae']",0.888,250427.0,0.462,3DWS2ZgcoQgfFm7uEnzYMI,0.000218,7.0,0.301,-8.615,1.0,0.205,100.352,4.0,https://api.spotify.com/v1/tracks/3DWS2ZgcoQgfFm7uEnzYMI,audio_features,spotify:track:3DWS2ZgcoQgfFm7uEnzYMI,0.435
86,Phil Collins,Everyday,1994,4065.json,Phil Collins,en,1TuC2upbvZ6Ae0VE4kj8dT,Phil Collins,Everyday - 2015 Remastered,"['mellow gold', 'rock drums', 'soft rock']",0.701,343893.0,0.469,1TuC2upbvZ6Ae0VE4kj8dT,0.00105,3.0,0.121,-9.63,1.0,0.0305,94.699,4.0,https://api.spotify.com/v1/tracks/1TuC2upbvZ6Ae0VE4kj8dT,audio_features,spotify:track:1TuC2upbvZ6Ae0VE4kj8dT,0.384
90,Tim McGraw,Indian Outlaw,1994,4069.json,Tim McGraw,en,1fYypIR0kaFzaSRbzvtjl9,Tim McGraw,Indian Outlaw,"['contemporary country', 'country', 'country road']",0.664,182120.0,0.739,1fYypIR0kaFzaSRbzvtjl9,4.99e-05,9.0,0.282,-7.229,1.0,0.0415,110.101,4.0,https://api.spotify.com/v1/tracks/1fYypIR0kaFzaSRbzvtjl9,audio_features,spotify:track:1fYypIR0kaFzaSRbzvtjl9,0.759
91,Bon Jovi,Always,1994,4070.json,Bon Jovi,en,2RChe0r2cMoyOvuKobZy44,Bon Jovi,Always,"['glam metal', 'rock']",0.383,353027.0,0.659,2RChe0r2cMoyOvuKobZy44,0.0,4.0,0.0778,-5.558,1.0,0.0312,140.795,4.0,https://api.spotify.com/v1/tracks/2RChe0r2cMoyOvuKobZy44,audio_features,spotify:track:2RChe0r2cMoyOvuKobZy44,0.327
91,Bon Jovi,Always,1994,4070.json,Bon Jovi,en,2RChe0r2cMoyOvuKobZy44,Bon Jovi,Always,"['glam metal', 'rock']",0.383,353027.0,0.659,2RChe0r2cMoyOvuKobZy44,0.0,4.0,0.0778,-5.558,1.0,0.0312,140.795,4.0,https://api.spotify.com/v1/tracks/2RChe0r2cMoyOvuKobZy44,audio_features,spotify:track:2RChe0r2cMoyOvuKobZy44,0.327
17,Bon Jovi,Always,1995,4096.json,Bon Jovi,en,2RChe0r2cMoyOvuKobZy44,Bon Jovi,Always,"['glam metal', 'rock']",0.383,353027.0,0.659,2RChe0r2cMoyOvuKobZy44,0.0,4.0,0.0778,-5.558,1.0,0.0312,140.795,4.0,https://api.spotify.com/v1/tracks/2RChe0r2cMoyOvuKobZy44,audio_features,spotify:track:2RChe0r2cMoyOvuKobZy44,0.327
17,Bon Jovi,Always,1995,4096.json,Bon Jovi,en,2RChe0r2cMoyOvuKobZy44,Bon Jovi,Always,"['glam metal', 'rock']",0.383,353027.0,0.659,2RChe0r2cMoyOvuKobZy44,0.0,4.0,0.0778,-5.558,1.0,0.0312,140.795,4.0,https://api.spotify.com/v1/tracks/2RChe0r2cMoyOvuKobZy44,audio_features,spotify:track:2RChe0r2cMoyOvuKobZy44,0.327
94,Bonnie Raitt,Love Sneakin' Up On You,1994,4073.json,Bonnie Raitt,en,5GzhOU3ABPksBqLdjortcG,Bonnie Raitt,Love Sneakin' Up On You,"['classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'lilith', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'soul']",0.641,221627.0,0.63,5GzhOU3ABPksBqLdjortcG,2.91e-06,7.0,0.0559,-10.321,1.0,0.0297,94.654,4.0,https://api.spotify.com/v1/tracks/5GzhOU3ABPksBqLdjortcG,audio_features,spotify:track:5GzhOU3ABPksBqLdjortcG,0.665
96,Tevin Campbell,Always In My Heart,1994,4075.json,Tevin Campbell,en,2CD8UvBi01dwnriCM8TivL,Tevin Campbell,Always in My Heart,"['contemporary r&b', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.713,338732.0,0.677,2CD8UvBi01dwnriCM8TivL,5.99e-05,6.0,0.144,-6.761,1.0,0.0253,124.152,4.0,https://api.spotify.com/v1/tracks/2CD8UvBi01dwnriCM8TivL,audio_features,spotify:track:2CD8UvBi01dwnriCM8TivL,0.522
98,Babyface,And Our Feelings,1994,4077.json,Babyface,en,27sYHmgfRvHFyQ5vrm5nQp,Babyface,And Our Feelings,"['contemporary r&b', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.741,342360.0,0.592,27sYHmgfRvHFyQ5vrm5nQp,0.0,4.0,0.224,-7.819,1.0,0.0298,128.137,4.0,https://api.spotify.com/v1/tracks/27sYHmgfRvHFyQ5vrm5nQp,audio_features,spotify:track:27sYHmgfRvHFyQ5vrm5nQp,0.27
100,Brandy,I Wanna Be Down,1994,4079.json,Br,en,6N9uyMZf9pbNOuomveWscp,Brandy,I Wanna Be Down,"['contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.703,291667.0,0.469,6N9uyMZf9pbNOuomveWscp,0.0,11.0,0.726,-6.515,0.0,0.0415,86.038,4.0,https://api.spotify.com/v1/tracks/6N9uyMZf9pbNOuomveWscp,audio_features,spotify:track:6N9uyMZf9pbNOuomveWscp,0.661
100,Brandy,I Wanna Be Down,1994,4079.json,Br,en,6N9uyMZf9pbNOuomveWscp,Brandy,I Wanna Be Down,"['contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.703,291667.0,0.469,6N9uyMZf9pbNOuomveWscp,0.0,11.0,0.726,-6.515,0.0,0.0415,86.038,4.0,https://api.spotify.com/v1/tracks/6N9uyMZf9pbNOuomveWscp,audio_features,spotify:track:6N9uyMZf9pbNOuomveWscp,0.661
49,Brandy,I Wanna Be Down,1995,4128.json,Br,en,6N9uyMZf9pbNOuomveWscp,Brandy,I Wanna Be Down,"['contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.703,291667.0,0.469,6N9uyMZf9pbNOuomveWscp,0.0,11.0,0.726,-6.515,0.0,0.0415,86.038,4.0,https://api.spotify.com/v1/tracks/6N9uyMZf9pbNOuomveWscp,audio_features,spotify:track:6N9uyMZf9pbNOuomveWscp,0.661
49,Brandy,I Wanna Be Down,1995,4128.json,Br,en,6N9uyMZf9pbNOuomveWscp,Brandy,I Wanna Be Down,"['contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.703,291667.0,0.469,6N9uyMZf9pbNOuomveWscp,0.0,11.0,0.726,-6.515,0.0,0.0415,86.038,4.0,https://api.spotify.com/v1/tracks/6N9uyMZf9pbNOuomveWscp,audio_features,spotify:track:6N9uyMZf9pbNOuomveWscp,0.661
1,Coolio,Gangsta's Paradise,1995,4080.json,Coolio,en,1DIXPcTDzTj8ZMHt3PDt8p,Coolio,Gangsta's Paradise,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.647,240693.0,0.514,1DIXPcTDzTj8ZMHt3PDt8p,0.0,8.0,0.398,-10.05,1.0,0.0593,79.975,4.0,https://api.spotify.com/v1/tracks/1DIXPcTDzTj8ZMHt3PDt8p,audio_features,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,0.386
1,Coolio,Gangsta's Paradise,1995,4080.json,Coolio,en,1DIXPcTDzTj8ZMHt3PDt8p,Coolio,Gangsta's Paradise,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.647,240693.0,0.514,1DIXPcTDzTj8ZMHt3PDt8p,0.0,8.0,0.398,-10.05,1.0,0.0593,79.975,4.0,https://api.spotify.com/v1/tracks/1DIXPcTDzTj8ZMHt3PDt8p,audio_features,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,0.386
33,Coolio,Gangsta's Paradise,1996,4212.json,Coolio,en,1DIXPcTDzTj8ZMHt3PDt8p,Coolio,Gangsta's Paradise,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.647,240693.0,0.514,1DIXPcTDzTj8ZMHt3PDt8p,0.0,8.0,0.398,-10.05,1.0,0.0593,79.975,4.0,https://api.spotify.com/v1/tracks/1DIXPcTDzTj8ZMHt3PDt8p,audio_features,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,0.386
33,Coolio,Gangsta's Paradise,1996,4212.json,Coolio,en,1DIXPcTDzTj8ZMHt3PDt8p,Coolio,Gangsta's Paradise,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.647,240693.0,0.514,1DIXPcTDzTj8ZMHt3PDt8p,0.0,8.0,0.398,-10.05,1.0,0.0593,79.975,4.0,https://api.spotify.com/v1/tracks/1DIXPcTDzTj8ZMHt3PDt8p,audio_features,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,0.386
2,TLC,Waterfalls,1995,4081.json,TLC,en,6qspW4YKycviDFjHBOaqUY,TLC,Waterfalls,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",0.769,279507.0,0.505,6qspW4YKycviDFjHBOaqUY,7.49e-05,1.0,0.0777,-7.345,1.0,0.0829,171.804,4.0,https://api.spotify.com/v1/tracks/6qspW4YKycviDFjHBOaqUY,audio_features,spotify:track:6qspW4YKycviDFjHBOaqUY,0.757
3,TLC,Creep,1995,4082.json,TLC,en,1aWV3uY3SIEZVbmv45oFWS,TLC,Creep,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",0.811,268533.0,0.458,1aWV3uY3SIEZVbmv45oFWS,1.41e-06,5.0,0.0526,-9.688,0.0,0.0402,92.94,4.0,https://api.spotify.com/v1/tracks/1aWV3uY3SIEZVbmv45oFWS,audio_features,spotify:track:1aWV3uY3SIEZVbmv45oFWS,0.797
4,Seal,Kiss From A Rose,1995,4083.json,Seal,en,3YKptz29AsOlm7WAVnztBh,Seal,Kiss from a Rose,"['british soul', 'soft rock']",0.584,288427.0,0.533,3YKptz29AsOlm7WAVnztBh,0.0,10.0,0.306,-7.11,0.0,0.0305,131.745,3.0,https://api.spotify.com/v1/tracks/3YKptz29AsOlm7WAVnztBh,audio_features,spotify:track:3YKptz29AsOlm7WAVnztBh,0.224
5,Boyz II Men,On Bended Knee,1995,4084.json,Boyz II Men,en,7MYmo0JJJDmu4MZTSAF9y3,Boyz II Men,On Bended Knee,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",0.631,329800.0,0.516,7MYmo0JJJDmu4MZTSAF9y3,0.0,8.0,0.115,-8.225,1.0,0.0353,116.654,4.0,https://api.spotify.com/v1/tracks/7MYmo0JJJDmu4MZTSAF9y3,audio_features,spotify:track:7MYmo0JJJDmu4MZTSAF9y3,0.18
7,Mariah Carey,Fantasy,1995,4086.json,Mariah Carey,en,6xkryXuiZU360Lngd4sx13,Mariah Carey,Fantasy,"['dance pop', 'pop', 'urban contemporary']",0.669,243493.0,0.727,6xkryXuiZU360Lngd4sx13,0.0,7.0,0.123,-7.588,1.0,0.0353,102.322,4.0,https://api.spotify.com/v1/tracks/6xkryXuiZU360Lngd4sx13,audio_features,spotify:track:6xkryXuiZU360Lngd4sx13,0.807
7,Mariah Carey,Fantasy,1995,4086.json,Mariah Carey,en,6xkryXuiZU360Lngd4sx13,Mariah Carey,Fantasy,"['dance pop', 'pop', 'urban contemporary']",0.669,243493.0,0.727,6xkryXuiZU360Lngd4sx13,0.0,7.0,0.123,-7.588,1.0,0.0353,102.322,4.0,https://api.spotify.com/v1/tracks/6xkryXuiZU360Lngd4sx13,audio_features,spotify:track:6xkryXuiZU360Lngd4sx13,0.807
49,Mariah Carey,Fantasy,1996,4228.json,Mariah Carey,en,6xkryXuiZU360Lngd4sx13,Mariah Carey,Fantasy,"['dance pop', 'pop', 'urban contemporary']",0.669,243493.0,0.727,6xkryXuiZU360Lngd4sx13,0.0,7.0,0.123,-7.588,1.0,0.0353,102.322,4.0,https://api.spotify.com/v1/tracks/6xkryXuiZU360Lngd4sx13,audio_features,spotify:track:6xkryXuiZU360Lngd4sx13,0.807
49,Mariah Carey,Fantasy,1996,4228.json,Mariah Carey,en,6xkryXuiZU360Lngd4sx13,Mariah Carey,Fantasy,"['dance pop', 'pop', 'urban contemporary']",0.669,243493.0,0.727,6xkryXuiZU360Lngd4sx13,0.0,7.0,0.123,-7.588,1.0,0.0353,102.322,4.0,https://api.spotify.com/v1/tracks/6xkryXuiZU360Lngd4sx13,audio_features,spotify:track:6xkryXuiZU360Lngd4sx13,0.807
8,Madonna,Take A Bow,1995,4087.json,Madonna,en,5oqukcHWfqq7HGjyKwLX1y,Madonna,Take a Bow,"['dance pop', 'pop']",0.568,321360.0,0.366,5oqukcHWfqq7HGjyKwLX1y,3.39e-06,8.0,0.0664,-8.854,1.0,0.0258,79.98,4.0,https://api.spotify.com/v1/tracks/5oqukcHWfqq7HGjyKwLX1y,audio_features,spotify:track:5oqukcHWfqq7HGjyKwLX1y,0.311
10,Montell Jordan,This Is How We Do It,1995,4089.json,Montell Jordan,en,6uQKuonTU8VKBz5SHZuQXD,Montell Jordan,This Is How We Do It,"['contemporary r&b', 'hip hop', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",0.799,238800.0,0.623,6uQKuonTU8VKBz5SHZuQXD,0.0,0.0,0.43,-9.374,1.0,0.0812,103.649,4.0,https://api.spotify.com/v1/tracks/6uQKuonTU8VKBz5SHZuQXD,audio_features,spotify:track:6uQKuonTU8VKBz5SHZuQXD,0.773
11,Dionne Farris,I Know,1995,4090.json,Dionne Farris,en,698R7h4SU5zyNil1iReHAX,Dionne Farris,I Know,['neo soul'],0.589,227827.0,0.962,698R7h4SU5zyNil1iReHAX,0.00225,7.0,0.242,-6.815,1.0,0.181,103.396,4.0,https://api.spotify.com/v1/tracks/698R7h4SU5zyNil1iReHAX,audio_features,spotify:track:698R7h4SU5zyNil1iReHAX,0.503
12,Boyz II Men,Water Runs Dry,1995,4091.json,Boyz II Men,en,7yhmvQh1JOzbNiNFQo4Tfc,Boyz II Men,Water Runs Dry,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",0.589,201400.0,0.368,7yhmvQh1JOzbNiNFQo4Tfc,0.0,0.0,0.108,-12.979,1.0,0.0264,89.626,4.0,https://api.spotify.com/v1/tracks/7yhmvQh1JOzbNiNFQo4Tfc,audio_features,spotify:track:7yhmvQh1JOzbNiNFQo4Tfc,0.523
13,Adina Howard,Freak Like Me,1995,4092.json,Adina Howard,en,6Vas6h9lB5mmeVDXdFqlQA,Adina Howard,Freak Like Me,"['contemporary r&b', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",0.655,253613.0,0.837,6Vas6h9lB5mmeVDXdFqlQA,5.85e-06,11.0,0.0454,-6.04,0.0,0.0723,91.014,4.0,https://api.spotify.com/v1/tracks/6Vas6h9lB5mmeVDXdFqlQA,audio_features,spotify:track:6Vas6h9lB5mmeVDXdFqlQA,0.66
14,Blues Traveler,Run-Around,1995,4093.json,Blues Traveler,en,500Tkm3vJmVtdUwdCVxCTb,Blues Traveler,Run-Around,"['alternative rock', 'blues rock', 'jam band', 'mellow gold', 'pop rock', 'rock']",0.629,279800.0,0.867,500Tkm3vJmVtdUwdCVxCTb,0.0,7.0,0.126,-7.307,1.0,0.0603,151.695,4.0,https://api.spotify.com/v1/tracks/500Tkm3vJmVtdUwdCVxCTb,audio_features,spotify:track:500Tkm3vJmVtdUwdCVxCTb,0.876
15,All-4-One,I Can Love You Like That,1995,4094.json,All-4-One,en,70d8omRI2p7qesFOiy55Ro,All-4-One,I Can Love You Like That,"['boy band', 'contemporary r&b', 'dance pop', 'r&b', 'urban contemporary']",0.635,257960.0,0.712,70d8omRI2p7qesFOiy55Ro,0.0,8.0,0.322,-4.998,1.0,0.0283,91.024,4.0,https://api.spotify.com/v1/tracks/70d8omRI2p7qesFOiy55Ro,audio_features,spotify:track:70d8omRI2p7qesFOiy55Ro,0.423
16,Bryan Adams,Have You Ever Really Loved A Woman?,1995,4095.json,Bryan Adams,en,32Gf5A7Hr8RdgggXG0Fdks,Bryan Adams,Have You Ever Really Loved A Woman?,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",0.57,291667.0,0.478,32Gf5A7Hr8RdgggXG0Fdks,1.33e-05,7.0,0.0931,-10.185,1.0,0.0322,145.517,3.0,https://api.spotify.com/v1/tracks/32Gf5A7Hr8RdgggXG0Fdks,audio_features,spotify:track:32Gf5A7Hr8RdgggXG0Fdks,0.358
19,Nicki French,Total Eclipse Of The Heart,1995,4098.json,Nicki French,en,2hPOOLM9Oefyy43eAXR4Hf,Nicki French,Total Eclipse Of The Heart - Dance Mix,"['eurodance', 'hip house']",0.575,232347.0,0.912,2hPOOLM9Oefyy43eAXR4Hf,6.01e-05,0.0,0.352,-7.039,1.0,0.0285,135.988,4.0,https://api.spotify.com/v1/tracks/2hPOOLM9Oefyy43eAXR4Hf,audio_features,spotify:track:2hPOOLM9Oefyy43eAXR4Hf,0.591
21,Michael Jackson,You Are Not Alone,1995,4100.json,Michael Jackson,en,3AoeaZs8dFemFJr3JdzOL0,Michael Jackson,You Are Not Alone,"['pop', 'r&b', 'soul']",0.651,345600.0,0.402,3AoeaZs8dFemFJr3JdzOL0,7.73e-05,11.0,0.0765,-9.303,1.0,0.028,119.873,4.0,https://api.spotify.com/v1/tracks/3AoeaZs8dFemFJr3JdzOL0,audio_features,spotify:track:3AoeaZs8dFemFJr3JdzOL0,0.258
25,Soul For Real,Candy Rain,1995,4104.json,Soul For Real,en,4j1Bk0BEIGCF9hR7cSwl9d,Soul For Real,Candy Rain,"['boy band', 'contemporary r&b', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.59,276067.0,0.699,4j1Bk0BEIGCF9hR7cSwl9d,4.69e-05,11.0,0.0577,-7.529,0.0,0.079,188.268,4.0,https://api.spotify.com/v1/tracks/4j1Bk0BEIGCF9hR7cSwl9d,audio_features,spotify:track:4j1Bk0BEIGCF9hR7cSwl9d,0.63
27,Blessid Union Of Souls,I Believe,1995,4106.json,Blessid Union Of Souls,en,7qnNnQTGxdzI2wZWpa0vDD,Blessid Union Of Souls,I Believe,"['cowpunk', 'pop rock']",0.491,267493.0,0.458,7qnNnQTGxdzI2wZWpa0vDD,0.0,11.0,0.164,-8.159,1.0,0.027,141.724,4.0,https://api.spotify.com/v1/tracks/7qnNnQTGxdzI2wZWpa0vDD,audio_features,spotify:track:7qnNnQTGxdzI2wZWpa0vDD,0.238
28,TLC,Red Light Special,1995,4107.json,TLC,en,6dW75XbJ1WAMljOXWjTK46,TLC,Red Light Special,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",0.52,303960.0,0.449,6dW75XbJ1WAMljOXWjTK46,0.000687,5.0,0.191,-8.957,0.0,0.0331,189.243,3.0,https://api.spotify.com/v1/tracks/6dW75XbJ1WAMljOXWjTK46,audio_features,spotify:track:6dW75XbJ1WAMljOXWjTK46,0.364
29,Janet Jackson,Runaway,1995,4108.json,Janet Jackson,en,6ayyzu6smOchwXO1vxwfn6,Janet Jackson,Runaway,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.787,214933.0,0.86,6ayyzu6smOchwXO1vxwfn6,0.041,1.0,0.0612,-4.974,1.0,0.0344,109.154,4.0,https://api.spotify.com/v1/tracks/6ayyzu6smOchwXO1vxwfn6,audio_features,spotify:track:6ayyzu6smOchwXO1vxwfn6,0.862
29,Janet Jackson,Runaway,1995,4108.json,Janet Jackson,en,6ayyzu6smOchwXO1vxwfn6,Janet Jackson,Runaway,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.787,214933.0,0.86,6ayyzu6smOchwXO1vxwfn6,0.041,1.0,0.0612,-4.974,1.0,0.0344,109.154,4.0,https://api.spotify.com/v1/tracks/6ayyzu6smOchwXO1vxwfn6,audio_features,spotify:track:6ayyzu6smOchwXO1vxwfn6,0.862
84,Janet Jackson,Runaway,1996,4263.json,Janet Jackson,en,6ayyzu6smOchwXO1vxwfn6,Janet Jackson,Runaway,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.787,214933.0,0.86,6ayyzu6smOchwXO1vxwfn6,0.041,1.0,0.0612,-4.974,1.0,0.0344,109.154,4.0,https://api.spotify.com/v1/tracks/6ayyzu6smOchwXO1vxwfn6,audio_features,spotify:track:6ayyzu6smOchwXO1vxwfn6,0.862
84,Janet Jackson,Runaway,1996,4263.json,Janet Jackson,en,6ayyzu6smOchwXO1vxwfn6,Janet Jackson,Runaway,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.787,214933.0,0.86,6ayyzu6smOchwXO1vxwfn6,0.041,1.0,0.0612,-4.974,1.0,0.0344,109.154,4.0,https://api.spotify.com/v1/tracks/6ayyzu6smOchwXO1vxwfn6,audio_features,spotify:track:6ayyzu6smOchwXO1vxwfn6,0.862
30,Sheryl Crow,Strong Enough,1995,4109.json,Sheryl Crow,en,25IRjWUZ60n7KXxcB4DiX9,Sheryl Crow,Strong Enough,"['lilith', 'mellow gold', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock', 'rock']",0.58,189827.0,0.265,25IRjWUZ60n7KXxcB4DiX9,0.00019,2.0,0.11,-15.267,1.0,0.0317,154.595,3.0,https://api.spotify.com/v1/tracks/25IRjWUZ60n7KXxcB4DiX9,audio_features,spotify:track:25IRjWUZ60n7KXxcB4DiX9,0.583
32,Jon B.,Someone To Love,1995,4111.json,Jon B.,en,4mKbb9uvBMlVvOUv8fdBt8,Jon B.,Someone to Love (feat. Babyface),"['contemporary r&b', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",0.665,272360.0,0.452,4mKbb9uvBMlVvOUv8fdBt8,8.03e-06,6.0,0.125,-8.486,0.0,0.0257,136.12,4.0,https://api.spotify.com/v1/tracks/4mKbb9uvBMlVvOUv8fdBt8,audio_features,spotify:track:4mKbb9uvBMlVvOUv8fdBt8,0.304
34,Brownstone,If You Love Me,1995,4113.json,Brownstone,en,0BTGqPIW9acmhhUmENkq5r,Brownstone,If You Love Me,"['contemporary r&b', 'girl group', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",0.687,304160.0,0.583,0BTGqPIW9acmhhUmENkq5r,0.0,7.0,0.105,-10.224,1.0,0.0639,95.138,4.0,https://api.spotify.com/v1/tracks/0BTGqPIW9acmhhUmENkq5r,audio_features,spotify:track:0BTGqPIW9acmhhUmENkq5r,0.211
35,Martin Page,In The House Of Stone And Light,1995,4114.json,Martin Page,en,1QlIB0pkLKR8vEDSW7r42t,Martin Page,In The House Of Stone And Light,[],0.623,300800.0,0.797,1QlIB0pkLKR8vEDSW7r42t,8.34e-05,11.0,0.613,-10.826,1.0,0.0509,89.274,4.0,https://api.spotify.com/v1/tracks/1QlIB0pkLKR8vEDSW7r42t,audio_features,spotify:track:1QlIB0pkLKR8vEDSW7r42t,0.802
36,Luniz,I Got 5 On It,1995,4115.json,Luniz,en,4IYKjN1DrYzxKXt0umJqsG,Luniz,I Got 5 On It,"['g funk', 'gangster rap', 'hyphy', 'oakland hip hop', 'west coast rap']",0.6,253533.0,0.706,4IYKjN1DrYzxKXt0umJqsG,0.0,10.0,0.125,-7.899,0.0,0.361,173.926,4.0,https://api.spotify.com/v1/tracks/4IYKjN1DrYzxKXt0umJqsG,audio_features,spotify:track:4IYKjN1DrYzxKXt0umJqsG,0.58
37,Brandy,Baby,1995,4116.json,Br,en,3MjUtNVVq3C8Fn0MP3zhXa,Britney Spears,...Baby One More Time,"['dance pop', 'pop', 'post-teen pop']",0.759,211067.0,0.699,3MjUtNVVq3C8Fn0MP3zhXa,0.000131,0.0,0.443,-5.745,0.0,0.0307,92.96,4.0,https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa,audio_features,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,0.907
37,Brandy,Baby,1995,4116.json,Br,en,3MjUtNVVq3C8Fn0MP3zhXa,Britney Spears,...Baby One More Time,"['dance pop', 'pop', 'post-teen pop']",0.759,211067.0,0.699,3MjUtNVVq3C8Fn0MP3zhXa,0.000131,0.0,0.443,-5.745,0.0,0.0307,92.96,4.0,https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa,audio_features,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,0.907
